L_accx_1,L_accy_1,L_accz_1,L_accx_2,L_accy_2,L_accz_2,L_accx_3,L_accy_3,L_accz_3,L_accx_4,L_accy_4,L_accz_4,L_accx_5,L_accy_5,L_accz_5,R_accx_1,R_accy_1,R_accz_1,R_accx_2,R_accy_2,R_accz_2,R_accx_3,R_accy_3,R_accz_3,R_accx_4,R_accy_4,R_accz_4,R_accx_5,R_accy_5,R_accz_5,Label
-1753,2415,3227,1655,-1404,6123,-548,-377,3565,525,-102,2640,158,-9,2397,4010,4671,2724,-934,323,-137,-423,123,-122,-519,-46,-134,-807,-474,186,0
500,3638,1374,352,3302,1497,237,2993,1648,185,2681,1703,-74,2003,2073,-4499,1834,-2429,-125,-242,351,150,-76,-90,268,-13,-141,110,-249,-94,0
850,1886,7712,1303,1202,3461,-94,895,2346,23,839,2282,-206,652,2212,-3366,1280,-1572,-202,58,597,529,42,-48,258,-211,-138,385,-357,-30,0
3689,771,4140,3073,1225,5544,24,576,2902,-7,366,2372,-267,107,2309,-11870,6128,-9753,-1354,-291,1168,282,-378,-116,404,-225,-162,386,-537,-16,0
-19,-2888,856,-742,1086,5388,279,266,3230,-25,165,2524,-461,106,2305,-11444,5360,-10065,-1828,3413,4115,-652,-116,935,152,-345,87,361,-473,-120,0
4189,2102,5152,814,674,4113,245,203,2870,-168,110,2349,-410,80,2328,-5955,655,-4091,-1903,1539,4219,-835,-254,872,298,-232,78,594,-479,-27,0
1269,3667,6738,960,889,3386,147,421,2588,-74,451,2417,-52,458,2346,-6460,1394,-4560,-843,3790,3943,-550,76,1340,156,-335,237,407,-422,-129,0
3052,2369,4514,1636,1000,3972,369,419,2684,-18,332,2323,-239,214,2262,-9928,1009,-4993,-2572,2794,4121,-585,-13,774,236,-354,20,445,-470,-107,0
6701,6938,-2411,665,2491,6148,673,696,3408,5,420,2606,-390,298,2197,-4885,-1193,-106,-2527,457,3335,147,103,451,237,-338,-27,483,-423,-24,0
1943,1288,5630,532,616,3233,44,398,2500,-300,476,2373,-309,291,2206,-5085,987,-1466,-3153,356,3957,-222,134,695,463,-291,-26,680,-328,-41,0
296,810,3186,79,443,2443,-504,501,2160,-301,390,2178,-127,360,2267,-5416,1941,1921,-2360,-31,2780,165,-58,381,621,-252,-87,438,-472,-90,0
653,559,3121,147,222,2606,-71,350,2301,-293,301,2351,-113,71,2266,-11309,8960,-8903,-2174,3026,5774,-1084,-202,1099,341,-262,34,503,-328,-105,0
844,1502,5851,493,618,3382,52,377,2488,-417,508,2311,-407,424,2129,-11579,5755,-11098,-2851,3963,5310,-858,254,1318,323,-132,107,417,-548,-39,0
1859,3185,6388,849,801,3973,78,448,2723,13,333,2417,-318,244,2321,-9370,3604,-8777,-1027,223,1580,453,-182,-77,515,-203,-174,408,-656,43,0
3513,334,4757,161,466,2973,53,245,2386,-494,373,2295,-135,137,2273,-13334,6083,-12818,-4709,1262,2709,-582,246,474,77,-140,-20,392,-95,-85,0
2320,947,4691,255,468,2742,-98,272,2035,-89,385,2127,-263,353,2268,-13834,8477,-8056,-6999,1277,1825,-982,315,1442,131,-82,289,603,-215,-62,0
2985,3999,4780,1960,1132,4175,216,493,2743,-46,383,2442,-127,325,2470,-7382,-137,1600,-571,595,1864,127,-84,376,452,-221,-39,450,-390,-96,0
2206,1173,4325,518,593,2843,403,421,2427,-88,539,2358,54,492,2401,-15500,8336,-9238,-763,562,1286,466,-245,-62,473,-264,-151,817,-395,116,0
249,4153,5809,793,1073,3808,3,680,2751,-115,492,2343,-341,432,2326,-14714,8822,-8699,-3391,1599,2890,-1107,255,1659,189,-153,219,550,-252,-40,0
4830,1481,3763,2505,1040,4703,553,574,2913,31,464,2435,-190,367,2422,-14505,9826,-10849,-5854,2414,3049,-974,722,1754,-45,-141,320,459,-426,-16,0
1391,2835,6445,1054,690,3250,180,457,2503,25,514,2350,-104,459,2394,-7767,254,143,-2215,1719,3463,-299,51,522,537,-407,-97,396,-361,-52,0
4823,1848,4592,2444,656,3951,456,422,2668,146,330,2346,-206,320,2353,-6676,-1328,201,-2570,-146,1975,192,-132,242,383,-267,-39,527,-292,-87,0
-52,3324,7345,1489,521,3232,172,283,2538,0,244,2359,-349,96,2349,-7473,-832,-465,-1141,1115,2461,228,-77,270,302,-305,-35,286,-408,-109,0
4382,16360,-2811,-71,436,2360,-354,561,2304,-378,455,2274,-291,388,2345,-5131,-579,-3473,-1344,3079,5057,-736,60,910,402,-164,26,411,-328,-100,0
3720,2465,5599,2007,589,3723,309,306,2676,85,232,2435,95,126,2420,-3227,2960,-593,219,-211,-91,419,-180,-162,304,-227,-146,170,-240,-68,0
962,354,3813,119,174,3120,-380,141,2440,-141,178,2366,-422,267,2182,-2577,-823,-1382,35,62,653,462,-263,-84,331,-264,-157,430,-343,-88,0
431,1240,3216,1560,-206,3765,-9,-104,2723,-78,-142,2585,-474,-21,2458,1080,-3781,1918,-1371,-657,2367,-1015,-380,1037,86,-390,142,449,-371,-80,0
4221,-3096,4770,1377,-1584,2230,1068,-1133,2238,1045,-1125,2144,926,-1092,3049,327,1027,268,223,371,11,178,191,-64,227,170,-104,135,217,-83,0
-7232,-5836,-1469,-2526,-2664,2090,-1950,-2306,1918,-1703,-1965,1917,-1117,-1354,2156,4606,-1642,-2894,826,7,657,-86,235,-129,-240,84,-113,-74,458,-109,0
-1532,-3730,5916,-1431,-703,3416,-796,-531,2624,-529,-428,2427,-388,-320,2401,2227,-287,-1701,1132,-956,2967,862,-71,1546,-7,218,247,-362,306,-75,0
-467,-2422,7208,-700,-599,3898,-91,-291,2733,175,-403,2394,72,-128,2344,9946,-7887,-6565,663,-58,1155,-537,178,-51,-393,320,-139,-722,400,108,0
-4621,-5138,3605,-2030,-1146,4171,-74,-451,2374,-75,-476,2319,169,-166,2269,6505,-1009,306,-78,59,290,-472,151,-115,-746,-228,-21,-509,475,82,0
-278,-1931,6563,-509,-395,3715,-153,-270,2710,179,-241,2477,225,-84,2358,-16437,9394,-6343,1466,-49,2202,-360,344,-45,-556,240,-150,-532,548,-2,0
-5795,-1697,4543,-1902,-802,5022,-130,-445,2865,-97,-308,2437,265,-122,2305,15302,-7415,-8293,4454,-3278,2748,1037,-336,1162,-161,189,115,-248,390,-112,0
-5048,-2392,4650,-1126,-655,4166,13,-261,2820,104,-149,2472,359,-7,2378,9838,-1330,-6305,1760,-2569,3421,526,52,640,-342,192,25,-330,426,-64,0
-4739,-2199,4939,-1179,-547,3803,-253,-257,2467,76,-231,2390,5,-56,2348,5989,1347,-1284,1080,-1249,2761,-32,272,414,-488,391,-40,-339,406,-88,0
-348,-2201,6910,-700,-596,3353,-208,-381,2575,181,-494,2364,120,-229,2229,7639,-2001,-2461,1761,-2583,3522,240,-82,548,-239,296,-15,-457,419,-34,0
-6023,-3991,4493,-2163,-1554,5162,0,-619,2718,68,-433,2329,211,-138,2313,13228,-7466,-7994,3067,-2638,4308,1772,233,1335,-378,140,124,-426,295,-115,0
-5705,-1663,3372,-1314,-620,4716,-376,-409,2922,-330,-233,2409,171,-178,2370,13027,-8381,-8098,2920,-3783,5467,409,-157,647,-418,233,-5,-450,265,-121,0
-2527,-3395,6028,-1110,-984,3586,-217,-565,2636,190,-539,2364,65,-320,2353,5043,-49,-4938,1022,-2927,4623,667,-85,1126,-378,169,147,-480,450,-19,0
-1825,-4196,6133,-1030,-930,3389,-213,-630,2623,167,-518,2316,101,-399,2386,5036,-919,-634,3929,-581,3805,124,-82,589,-433,395,-85,-411,338,-64,0
-4110,-1729,6373,-1479,-344,4790,-360,-109,2959,96,8,2364,344,11,2417,5862,-3754,-7835,2460,-2326,4023,627,-230,771,-165,333,19,-456,433,-28,0
-1609,-2802,6866,-631,-785,3318,185,-447,2505,444,-545,2346,204,-355,2313,6695,-1911,1028,1628,-808,2420,67,142,388,-396,432,-92,-367,343,-100,0
-2333,-1130,6494,-879,-278,3489,-258,-69,2437,59,-202,2425,114,-86,2395,9131,-1190,-5115,2830,-1215,2893,40,87,324,-163,345,-58,-618,602,42,0
-414,-1082,2741,-451,-729,2357,-15,-649,2250,136,-570,2268,131,-454,2344,7742,2051,-63,3014,-114,2599,-120,69,374,-186,467,-57,-310,479,-107,0
-2743,-2856,-341,-401,-2063,5674,-355,-399,3191,-264,-281,2636,355,-247,2362,13340,-9824,-9417,1330,-334,1526,-299,305,-70,-454,310,-158,-417,621,28,0
-4914,-310,3239,-1148,-1264,4990,-324,-587,2915,172,-401,2417,224,-250,2375,4957,-315,-4465,25611,-13088,12727,53,27,387,-223,358,-19,-448,368,-61,0
-5627,-1524,4342,-2559,-580,4276,-360,-591,2865,-50,-420,2474,67,-358,2456,7036,-1500,-3966,2761,-924,2758,129,-63,548,-350,303,16,-418,399,-97,0
-2289,-1321,5291,-820,-676,3045,-450,-424,2513,149,-541,2433,-62,-459,2463,7811,88,-206,2721,-364,2730,11,287,368,-610,446,-82,-392,393,-87,0
-1981,-3782,6561,-978,-1155,3200,-18,-771,2465,385,-826,2236,352,-439,2287,4677,501,-3601,1158,-3502,5170,950,-104,997,-138,260,120,-360,383,-87,0
-5206,-1482,902,-835,-1966,6258,-1060,-609,3553,-319,-482,2667,94,-171,2165,5649,1821,298,2518,-980,3533,306,-28,677,-128,425,7,-228,649,-97,0
-2952,-565,1033,-503,-959,3509,532,-284,2376,452,-218,2265,886,28,2397,8290,3148,-616,-93,-255,39,-511,239,-152,-345,30,-135,-1054,-463,282,0
1373,3685,1382,1040,3532,1535,1063,3080,1691,817,2819,1785,-423,2099,1844,-3391,3601,1721,-66,-40,30,105,-206,-69,26,-232,-119,131,-301,-11,0
448,-1911,4540,517,1015,3030,-103,1059,2358,-348,972,2166,-451,642,2163,-7672,5006,-7499,-875,494,1499,54,-340,-41,238,-309,-148,195,-414,-67,0
2866,-648,3854,1870,-96,4609,34,238,2920,-74,186,2493,-412,144,2352,-5108,-1570,678,-2475,442,2655,-132,-87,457,229,-288,-9,353,-458,-47,0
5865,5695,-1000,1297,1438,7119,1212,530,3821,92,381,2625,-298,331,2300,-7825,5839,-6626,-249,290,622,327,-294,-120,338,-289,-106,454,-444,-20,0
1187,796,5987,472,82,3128,223,5,2474,-290,101,2344,-241,29,2412,-10593,7552,-7328,-1262,266,1920,456,-328,-78,388,-356,-131,381,-491,-61,0
5057,903,5003,1773,646,5370,-101,442,2992,-77,282,2348,-577,467,2099,-6045,6638,-7403,-636,305,1628,382,-368,-62,390,-319,-160,422,-417,-68,0
968,3043,6508,1114,383,3829,17,22,2588,-151,77,2341,-375,34,2077,-4326,4269,3866,-1037,726,2664,-419,-334,450,344,-406,-6,439,-434,-119,0
858,121,3032,-76,207,2327,-175,273,2224,-343,418,2257,-571,172,2068,-2553,3795,2995,630,1453,3343,-580,-385,685,262,-401,47,529,-437,-132,0
4523,-268,4861,1687,-25,6105,759,92,3201,-231,127,2334,-370,-1,2239,-6027,2422,3587,-243,-220,552,488,-466,-122,405,-400,-132,513,-682,-8,0
2324,1150,5903,721,245,2977,-86,231,2356,-432,332,2170,-535,96,2155,-3850,3219,4635,-388,-395,361,492,-399,-111,497,-377,-146,477,-790,17,0
894,331,3871,46,206,2738,-158,140,2335,-287,200,2172,-685,-92,2099,-13295,10380,-9062,-749,1101,1948,245,-386,-16,453,-285,-100,380,-365,-116,0
1883,390,6658,1148,-89,3244,112,62,2322,-195,284,2217,-263,31,2187,-10120,10744,-11466,-1655,3160,3774,-1057,26,655,-40,-395,52,461,-458,-78,0
3460,1895,6414,1245,617,3910,226,79,2551,2,165,2339,-357,-38,2188,-5214,1837,3770,5034,28512,824,27,-307,270,398,-273,-20,531,-301,-184,0
2129,-139,4991,235,139,2853,52,175,2209,-189,329,2151,-135,87,2033,-5836,6011,3790,-2823,653,891,139,131,136,312,-195,-83,205,-409,-97,0
4208,-2826,3828,917,11,5012,269,-110,2881,-373,141,2355,-579,-106,2238,-11598,11147,-10807,-2720,2852,2994,-1060,-364,285,150,-256,-26,586,-299,-140,0
5703,1206,6180,1435,763,4221,472,217,2637,126,264,2240,-18,16,2257,-10442,9542,-8133,-4862,1925,2464,-1454,299,1426,199,-122,164,565,-398,-74,0
3219,3630,4981,1457,884,2806,199,623,2388,-58,572,2346,116,289,2402,-3695,1823,-426,-450,98,961,570,-397,-146,653,-228,-123,279,-479,-112,0
-335,3056,-1688,1157,1155,8446,1327,377,3883,139,275,2554,-152,113,2278,-7668,4301,-372,22,-171,380,486,-363,-104,356,-378,-145,410,-498,-48,0
8333,2900,2289,375,453,3247,-159,399,2343,-260,349,2197,-402,38,2215,-6472,600,1389,362,-165,209,480,-317,-110,422,-345,-174,579,-512,48,0
4420,567,234,793,2134,6995,564,199,3457,399,173,2726,-66,18,2400,-2818,2071,-2820,-916,115,1558,495,-408,-63,505,-357,-118,329,-415,-100,0
190,1250,-551,917,1462,7940,937,253,3816,262,72,2665,-221,90,2400,-6564,1520,1648,-58,-162,475,556,-352,-96,621,-338,-191,436,-595,-62,0
3920,555,5270,972,392,5027,285,216,3131,9,46,2525,-569,209,2218,-7480,301,21,-2240,392,2745,-19,-272,412,312,-614,-55,492,-560,-29,0
6386,-391,21,556,1384,7969,1424,129,3954,171,-9,2671,-119,-3,2370,-5385,-740,578,-674,1613,4005,-287,-121,844,127,-522,39,393,-506,-152,0
5744,228,6720,1751,239,4794,123,38,2857,-131,14,2479,-484,108,2293,-11477,12604,-11399,-982,478,1132,429,-335,-99,400,-305,-166,154,-521,-55,0
5179,2758,1712,964,1120,6362,228,263,3697,84,48,2694,-522,14,2338,-6315,2323,188,-2252,884,2474,187,-137,292,248,-329,-44,366,-469,-71,0
2873,-77,8200,1154,235,4194,159,69,2650,-257,184,2338,-288,-13,2291,-9614,3619,-3611,-3157,1464,3134,-131,6,356,161,-307,-16,316,-483,-81,0
5680,643,6711,1386,401,4997,28,31,2880,-43,43,2512,-309,56,2300,-9535,5629,-6876,-1851,3752,3850,-940,293,873,-58,-231,302,245,-403,-73,0
6240,128,4012,1497,775,6018,-262,199,3293,80,77,2615,-535,31,2329,-6238,1254,1873,-698,57,428,327,-267,-68,114,-158,-92,115,-472,18,0
661,-2286,2836,1369,-2548,1898,1069,-2587,1583,943,-1921,1835,-38,-1286,2068,993,689,357,227,81,-51,341,116,-131,244,67,-109,-381,286,160,0
-3243,-1789,1927,-2355,-1641,1902,-2031,-1454,1965,-1724,-1296,1994,-1219,-892,2128,5781,-2368,-4428,967,-404,1204,-29,139,-6,-155,178,-122,-175,294,-57,0
-3119,-1892,6407,-1968,-535,3783,-747,-309,2484,-359,-414,2480,-252,-335,2498,5218,-1668,-5955,936,-2767,4198,460,-212,739,25,322,47,-236,363,-77,0
-5324,390,5865,-2162,-182,4409,-563,-33,2754,-41,34,2342,96,-60,2482,7976,-1,-1201,1600,-1024,3013,-154,76,350,-229,333,-35,-355,400,-45,0
-6137,873,5095,-2530,83,4606,-289,-198,2849,-158,-151,2428,195,-162,2270,10453,-11537,-10109,956,-380,1109,-324,364,-84,-384,392,-173,-347,575,-98,0
-4320,-230,6922,-2185,-134,4432,-296,-198,2829,-383,-65,2424,45,-150,2297,7296,-603,46,28,332,393,-495,396,-124,-440,282,-141,-282,783,-6,0
-6701,-189,2906,-868,-1311,6058,-255,-212,3169,-16,-67,2461,494,-109,2322,8432,-1916,-1120,1731,-1232,2392,-137,197,216,-215,345,-40,-162,701,37,0
-6314,-1795,5358,-1288,-349,3754,27,-249,2512,87,-280,2284,154,-260,2345,5509,957,-134,2205,-1981,4313,490,97,773,-263,558,-71,-293,472,-68,0
-5949,-1914,5997,-2577,-200,4846,-393,-151,2899,-109,-33,2436,547,-147,2339,8629,-6469,-3456,2468,-1610,2358,107,132,223,-101,352,-33,-235,568,-37,0
-6703,256,6137,-2257,-329,4721,-259,-173,2787,335,-187,2305,340,-119,2281,4007,-1266,-4812,1200,-3757,5407,1127,-401,1134,4,218,105,-266,397,-77,0
-9142,-11984,-2278,-1173,-2259,7777,-713,-342,3241,-122,-253,2502,235,-261,2211,4036,-919,-3498,3259,-2226,5184,565,-124,1196,-133,404,133,-399,386,-101,0
-2722,-4050,-109,-652,-731,7202,-829,-126,3477,-283,-27,2576,322,-90,2224,6836,-4251,-6324,1962,-3263,5495,633,-346,942,-211,252,45,-413,261,-72,0
-2128,-2194,8049,-911,-627,3645,172,-410,2475,305,-451,2307,367,-157,2285,11604,-11310,-11121,3061,-3341,4792,1218,-331,953,-56,373,89,-279,387,-102,0
-7241,-915,4124,-2591,-99,5179,-51,-251,2711,57,-261,2366,490,-161,2199,9663,-3880,-572,4095,-1697,2895,118,38,273,-143,316,-75,-304,366,-53,0
-9654,-733,4247,-3183,-668,5391,-603,-293,2876,-79,-138,2307,297,-224,2237,8485,-3078,-3923,2993,-2406,2978,703,-233,482,-166,203,-14,-303,284,-85,0
-5510,-2647,1169,-3039,-410,4846,-410,-348,2972,-346,-172,2535,341,-208,2300,10917,-13322,-10285,6104,-1032,4088,1632,-527,1593,34,194,207,-379,408,-49,0
-1801,-1031,3508,-146,-734,2526,88,-605,2284,-28,-540,2265,313,-482,2202,8377,-3122,-5357,1581,-2779,3666,238,-149,561,18,275,29,-311,532,33,0
-6086,-850,2050,-18133,28279,20391,3,-347,2610,141,-399,2358,301,-409,2343,12246,-13226,-12449,2720,-4396,4197,1358,-607,1292,-10,198,155,-358,313,-72,0
-7877,-425,4866,-1481,-714,4324,-115,-346,2620,8535,-1505,1840,310,-350,2342,7256,-4039,1034,2135,-1056,1847,185,242,166,-331,315,-75,-188,820,90,0
-22055,-5609,-60,-2337,-724,5292,-414,-537,3036,-355,-419,2469,248,-517,2147,7297,-960,-2604,1266,-3440,4758,890,-249,940,-19,325,41,-263,540,-43,0
-9293,-7572,-4366,-2739,-1384,6591,-786,-305,3063,-351,-188,2402,248,-289,2193,10819,-13968,-10956,5469,-4001,3030,1073,-922,1439,-5,141,170,-402,341,14,0
-6817,-1598,902,-3235,-7,4796,-401,-363,2894,-11,-271,2409,66,-364,2357,8556,-686,181,3512,-1133,3163,244,-29,484,-304,257,-6,-354,361,-20,0
-3147,-2440,7266,-1518,-586,3497,-349,-468,2482,327,-598,2193,218,-453,2285,8220,-2569,-3579,3935,-2361,4279,233,-237,512,-83,273,-4,-299,220,-46,0
-7831,-752,4109,-1833,-733,3944,-407,-585,2753,205,-493,2411,107,-346,2395,5422,-2695,-4995,2586,-2273,4853,725,-254,904,-99,235,33,-345,312,-75,0
-8212,426,3716,-3685,49,5012,-1038,-472,3143,-600,-415,2402,57,-382,2276,8730,-12832,-9517,2312,-3840,5861,1188,-517,1088,-213,179,87,-283,392,-71,0
-7342,-5649,-3409,-4080,-847,5451,-370,-727,3122,-124,-520,2444,275,-433,2266,6632,-2579,1749,536,111,441,-303,371,-103,-424,178,-112,-249,497,20,0
422,-441,2208,432,-382,2197,527,-327,2166,544,-355,2212,828,-274,2210,3886,7932,986,-438,138,-142,-487,141,-172,-309,97,-99,-662,-262,-43,0
1450,2483,1612,1258,2522,1668,1184,2298,1636,914,2323,1706,763,2118,1780,-3519,4378,-3201,-760,141,580,-22,-223,-88,115,-194,-99,102,-209,-64,0
578,3156,6695,1190,961,3556,15,1118,2542,-24,941,2319,-171,838,2201,-3715,-404,-954,-615,250,901,341,-363,-105,348,-284,-163,235,-534,26,0
2483,6910,369,2823,-431,7028,805,528,3565,-6,422,2497,-151,436,2273,-5093,3415,1550,-3701,772,2671,-155,-68,369,102,-380,-46,440,-473,5,0
203,644,3110,-71,507,2276,-636,781,2103,-357,519,2033,-445,416,2115,-6237,7703,-9822,-769,5265,5665,-1489,387,1240,144,-184,97,246,-490,-13,0
3188,2466,6923,2194,453,3756,86,685,2541,170,512,2217,-366,430,2210,-10904,14148,-13565,-3098,6015,3851,-905,734,574,209,-88,19,142,-288,-79,0
847,151,3123,295,116,2501,-145,314,2338,-109,261,2262,-60,223,2289,-8596,4628,-1027,-2855,1848,3231,-264,117,573,-71,-351,27,353,-535,-84,0
6853,2303,1285,2535,281,4679,333,295,2791,84,293,2417,-254,360,2270,-7205,11952,-7091,-1072,1024,2398,162,-455,-14,374,-446,-170,211,-526,-104,0
5173,-1138,5250,1100,150,4088,265,23,2665,-172,123,2257,-250,208,2329,-9007,2689,175,-3805,1198,3075,-149,-262,270,35,-489,-56,390,-489,-37,0
4004,1743,6161,2203,262,3880,186,359,2504,133,341,2285,-97,268,2366,-8800,1013,-722,-4128,1730,3578,-385,88,551,139,-421,-33,236,-489,-93,0
746,170,3410,315,147,2578,-127,277,2390,-203,281,2269,-214,364,2381,-7328,13761,-9217,-1998,517,1544,423,-492,-124,320,-454,-154,180,-749,-76,0
251,436,3166,135,366,2485,-214,546,2301,-259,468,2136,-276,260,2213,-10275,12968,-12703,-1900,4436,4921,-912,638,848,158,-119,52,543,-193,-179,0
6110,5241,-3587,3111,1542,7623,991,348,3663,266,281,2607,-250,295,2290,-7001,7598,-6291,-2678,2579,5252,-755,453,936,292,-278,70,355,-406,-40,0
10632,5290,-919,3112,1092,5325,720,695,2998,360,494,2397,-229,320,2236,-10103,2854,-625,-1958,1079,2057,128,-95,206,277,-247,-47,344,-502,19,0
6648,-1113,3965,2693,-58,5873,399,273,3075,304,175,2477,-186,295,2283,-7503,12835,-8299,-2013,876,2051,216,-427,-57,308,-420,-135,158,-745,11,0
536,513,3081,172,512,2426,-302,643,2207,-118,467,2123,-389,280,2200,-9774,4206,-506,-3444,2010,2377,-57,138,330,179,-198,-48,341,-141,-42,0
3164,-65,3998,408,424,2619,501,204,2368,-87,540,2267,-233,323,2306,-7872,3739,-5293,-3435,2328,3161,-117,239,500,115,-185,20,264,-338,-75,0
617,590,2757,300,378,2408,13,421,2241,-165,463,2166,-42,301,2254,-10360,2128,282,-6,-164,387,394,-442,-127,342,-317,-134,228,-788,48,0
5388,-812,5742,1818,-369,4277,225,136,2753,46,191,2425,-136,252,2358,-6870,12875,-7163,-6058,2011,1332,-1643,533,1817,225,-236,296,275,-419,-93,0
5771,2201,4951,1556,634,3486,297,528,2460,99,491,2234,-253,260,2262,-6470,2311,-5389,-2234,3339,4775,-567,376,824,-7,-354,48,84,-773,-92,0
2813,1257,6249,1225,339,3375,301,479,2425,-123,750,2336,48,354,2283,-10000,3999,-210,-1257,2015,2575,-38,43,445,20,-214,44,165,-348,-96,0
3045,2684,6297,1132,469,3529,382,297,2637,-68,271,2400,-7,213,2426,-8110,2598,292,-3276,1050,3103,19,-71,522,246,-455,-66,346,-499,-64,0
6730,5533,-4267,3175,1835,6243,1268,588,3234,438,615,2428,-92,497,2254,-9930,2892,-804,-2926,1148,2827,-65,-137,379,141,-496,-46,243,-490,-58,0
768,736,-666,1303,1427,7099,1053,185,3463,305,391,2523,-4,458,2294,-5469,11409,-10432,-443,3879,5151,-916,387,981,-158,-295,106,89,-709,-26,0
686,462,2964,3,525,2375,-138,493,2296,-110,432,2294,-244,429,2288,-9301,12506,-10854,-3302,4808,6473,-1518,680,1164,82,-266,67,391,-581,-10,0
5400,2458,-2934,2730,1400,6288,1101,301,3271,364,417,2588,-90,330,2305,-8899,2590,-294,-2371,1398,3133,-116,-63,469,-9,-450,-31,190,-563,-86,0
6756,-1933,4248,2109,-135,5265,754,-141,2961,231,125,2371,-272,182,2277,-8656,7853,-1539,-1932,2613,3862,-127,-37,422,129,-406,-6,198,-577,-64,0
3938,2051,-1218,2977,-25,7034,672,271,3749,-5,255,2549,-260,355,2301,-3398,3363,1511,-2008,501,2122,-23,-155,373,397,-487,2,259,-665,-82,0
3681,-8938,4902,749,-2606,1988,711,-2064,2102,612,-1734,2186,38,-1365,2184,209,-40,168,377,180,-143,241,121,-124,252,103,-144,320,529,54,0
-3709,-2069,2048,-2431,-2059,1817,-2395,-1368,1845,-1855,-1212,1995,-1281,-794,2163,1066,-1295,-2333,-110,-94,589,216,44,-102,27,55,-107,-675,699,32,0
-7071,-5069,4276,-1205,-195,2831,-997,-73,2254,-1142,-64,2133,-687,-198,2143,6443,-8919,-7003,-60,-1033,1515,-63,31,118,-81,197,-126,-221,570,214,0
-5763,-1643,3951,-2295,-115,4301,-180,-226,2570,-102,-342,2312,30,-132,2240,6897,-10644,-8052,3068,-2444,5397,904,-475,1040,-152,261,15,-264,481,-58,0
-2772,-560,6766,-709,5,3269,-215,-64,2444,299,-550,2361,11,-141,2153,7023,-11592,-8665,-119,-2588,3735,219,-155,686,99,377,43,-274,555,-85,0
-4493,-93,5600,-1573,63,4545,-220,-104,2788,89,-161,2323,210,-253,2283,8166,-9104,-1825,210,-2188,2426,190,-105,726,136,466,99,-366,467,-87,0
-1002,-2435,7487,-480,-332,3206,-9,-95,2495,100,-219,2315,388,-104,2246,5304,-1510,1130,1839,-596,2023,-9,272,291,-134,506,-41,-339,539,-78,0
-8062,-7832,-2810,-2675,-1275,7227,-102,-439,2967,-153,-252,2485,409,-164,2113,4696,-2890,1393,1635,-1180,2565,-107,80,449,-310,566,-91,-206,491,-92,0
-5978,365,5376,-1583,-94,5249,-87,-144,2748,-67,-60,2435,217,-209,2043,3129,-4088,2220,23,214,534,-270,545,-108,-406,446,-143,-215,592,-64,0
-781,248,1784,-1757,277,6705,-623,346,3729,-79,146,2662,309,-44,2318,2052,-2235,-4284,951,-1384,3254,262,227,522,-219,529,-21,-244,613,-101,0
-2185,229,6901,-478,-142,3346,-204,-6,2474,386,-483,2246,209,-207,2169,3786,-4565,1214,821,-1687,2878,122,0,488,-311,431,-18,-282,675,-48,0
-4846,1918,6696,-1017,-6,3861,-222,85,2532,219,-441,2501,200,-225,2153,5273,-7370,-7189,2763,-1932,4234,624,-116,1040,14,473,120,-148,672,-94,0
-4858,-2455,-2625,-1702,-1531,6956,-897,142,3339,-292,86,2449,354,-128,2379,6498,-10938,-6628,4020,-1833,4957,715,-214,1374,-154,449,166,-212,723,-152,0
-3662,-1719,-1191,-1207,-1828,7206,-631,2,3571,-478,145,2639,261,-224,2259,4117,-6637,-1985,433,-2649,3524,619,-115,819,-171,389,102,-589,353,-116,0
-4334,-2111,6439,-1509,-164,3592,-357,-388,2556,406,-1141,2420,-93,-274,2158,6687,-5745,858,2135,-1198,2123,118,63,319,-115,329,-69,-494,409,-108,0
-4256,-874,6772,-1190,-390,3438,-415,-242,2494,-137,-557,2369,-1,-292,2077,3481,-2391,-4887,2868,-2544,5123,314,-217,865,-171,455,24,-506,323,-87,0
-8059,616,3003,-1893,-1228,6923,-812,291,3205,-373,207,2602,285,-177,2419,8484,-6102,-4083,2291,-1830,3475,237,35,597,17,631,-39,-159,779,-91,0
-8528,1703,4421,-2434,-609,5942,-337,-416,2843,-143,-298,2240,206,-264,2188,4479,-5309,3242,822,-939,1585,-129,223,220,-420,287,12,-211,512,-75,0
-5717,287,-239,-2269,-814,5855,-909,-52,3087,-519,-47,2473,-163,-268,2283,3581,-894,-3568,163,-2089,3821,942,-63,1052,-91,528,103,12,717,-131,0
-3875,1302,6494,-1257,116,3387,-607,80,2449,0,-576,2437,-27,-104,2279,8406,-15002,-10199,2602,-3842,3534,1431,-662,1274,19,222,218,-679,425,-87,0
-2059,-2920,7214,-1409,-576,3700,-351,-592,2504,127,-745,2178,119,-459,2299,7949,-12850,-8703,6526,-2072,3415,872,-542,1667,206,284,292,-315,523,-90,0
